Date,CDS
2005-01-03,14.117722227401348
2005-01-04,14.306252469862493
2005-01-05,13.466699303009735
2005-01-06,13.705034882172544
2005-01-07,13.683939489446043
2005-01-10,13.510399040746858
2005-01-11,13.397936913659084
2005-01-12,12.834853925934048
2005-01-13,13.376343003348374
2005-01-14,13.302932686098327
2005-01-18,12.82703748966962
2005-01-19,12.80445661331564
2005-01-20,12.836757236634169
2005-01-21,13.014940837887247
2005-01-24,13.097490657668388
2005-01-25,13.110957802611699
2005-01-26,13.043824647297974
2005-01-27,12.673950034307598
2005-01-28,13.361053323978435
2005-01-31,13.9267459028783
2005-02-01,13.87827484653871
2005-02-02,13.740124373885381
2005-02-03,13.73808341072908
2005-02-04,13.905638458917982
2005-02-07,13.610162034047493
2005-02-08,13.099782100866296
2005-02-09,12.564956027036656
2005-02-10,12.655816437694542
2005-02-11,12.528811119847006
2005-02-14,12.748678579916199
2005-02-15,12.65690981691104
2005-02-16,12.905586569913575
2005-02-17,12.616738113866935
2005-02-18,13.113368403275118
2005-02-22,13.175714564277225
2005-02-23,13.076902127911856
2005-02-24,12.717874632571826
2005-02-25,12.433202417617458
2005-02-28,12.350554991046678
2005-03-01,13.959983486562763
2005-03-02,13.604098686975478
2005-03-03,12.635896554490348
2005-03-04,12.360506981709836
2005-03-07,12.452672440038267
2005-03-08,12.457701135166714
2005-03-09,12.480644731485253
2005-03-10,12.664770365704006
2005-03-11,13.04462023198338
2005-03-14,12.755922345774723
2005-03-15,12.542860948343714
2005-03-16,12.943279096563742
2005-03-17,12.70081552290694
2005-03-18,12.626222194488264
2005-03-21,13.634487470545519
2005-03-22,13.481862214629135
2005-03-23,13.567926278639517
2005-03-24,13.657726621150411
2005-03-28,12.739634435132904
2005-03-29,12.60492114869049
2005-03-30,12.20342695334687
2005-03-31,15.049821317047721
2005-04-01,14.602449155013769
2005-04-04,14.58964747932471
2005-04-05,14.585088166641476
2005-04-06,14.57840505894945
2005-04-07,14.643891869849096
2005-04-08,14.576355876690206
2005-04-11,14.086602348245826
2005-04-12,14.561800025677439
2005-04-13,14.401324706198588
2005-04-14,14.281603343229902
2005-04-15,14.296138859337173
2005-04-18,14.263332705703847
2005-04-19,13.936606090899314
2005-04-20,14.309942257814468
2005-04-21,13.885559737234546
2005-04-22,13.927020970251718
2005-04-25,13.326813314436642
2005-04-26,13.421528559429253
2005-04-27,12.341523772119391
2005-04-28,12.589429225321721
2005-04-29,13.379778982046954
2005-05-02,13.653676326350016
2005-05-03,13.259304391215444
2005-05-04,13.370050269719965
2005-05-05,13.395709945321743
2005-05-06,13.006223972594425
2005-05-09,13.567110520755248
2005-05-10,13.327205071985613
2005-05-11,13.505457387658476
2005-05-12,13.155413333583263
2005-05-13,13.362861037148836
2005-05-16,13.269883024162224
2005-05-17,13.512639589329245
2005-05-18,13.296351009450836
2005-05-19,13.613918292439077
2005-05-20,13.368089784240665
2005-05-23,13.469804486280468
2005-05-24,13.187044781623387
2005-05-25,13.06145890623576
2005-05-26,12.611334038980678
2005-05-27,12.546368800124505
2005-05-31,12.041702919985266
2005-06-01,12.310181985655252
2005-06-02,12.070556420028229
2005-06-03,11.96346984993609
2005-06-06,11.564634504113469
2005-06-07,11.427346375573894
2005-06-08,11.58158169063376
2005-06-09,11.625187580442867
2005-06-10,11.669867975509941
2005-06-13,11.707891142076823
2005-06-14,12.578477979482793
2005-06-15,12.002324593888623
2005-06-16,12.374374892012067
2005-06-17,12.14698925500708
2005-06-20,13.19067383990375
2005-06-21,13.612813917320706
2005-06-22,13.428641444495781
2005-06-23,13.498933827463333
2005-06-24,13.858056929983292
2005-06-27,13.443337236500785
2005-06-28,13.551594106024764
2005-06-29,13.803793516085227
2005-06-30,13.830459300251059
2005-07-01,14.660439858169164
2005-07-05,14.679605837235862
2005-07-06,15.138377872469965
2005-07-07,14.758519005751797
2005-07-08,15.390472542499683
2005-07-11,15.543563538839388
2005-07-12,15.870147619374917
2005-07-13,15.777979042349006
2005-07-14,15.88997493899154
2005-07-15,15.961852211242782
2005-07-18,15.962539126477054
2005-07-19,16.19481764362147
2005-07-20,15.649870183017713
2005-07-21,15.959201941469841
2005-07-22,15.852128883236613
2005-07-25,16.015417582315123
2005-07-26,16.12321622205825
2005-07-27,17.99763809206228
2005-07-28,18.5639813618149
2005-07-29,18.10467328848614
2005-08-01,18.27221335680832
2005-08-02,18.18417566481335
2005-08-03,18.0876118000669
2005-08-04,18.003316431423542
2005-08-05,18.154528324179232
2005-08-08,18.56477931588594
2005-08-09,18.172575009107824
2005-08-10,18.33454874135244
2005-08-11,17.982205441027876
2005-08-12,18.427492693786135
2005-08-15,18.050407436320565
2005-08-16,17.72879784503799
2005-08-17,17.320585529877626
2005-08-18,17.106896419867567
2005-08-19,17.009272091137866
2005-08-22,16.579493179594518
2005-08-23,16.73238418731495
2005-08-24,16.66084586402551
2005-08-25,16.537639158021715
2005-08-26,16.742856545286124
2005-08-29,16.32707865755205
2005-08-30,16.80087705327396
2005-08-31,16.781918231301773
2005-09-01,17.200680981449803
2005-09-02,17.60733110626823
2005-09-06,17.75330765988064
2005-09-07,17.952045617733088
2005-09-08,17.890165265200924
2005-09-09,17.724883803256994
2005-09-12,17.74700316452783
2005-09-13,17.30924095942488
2005-09-14,17.648316923823238
2005-09-15,17.41851452548916
2005-09-16,17.730266962254625
2005-09-19,17.726812640817318
2005-09-20,18.94520763926914
2005-09-21,18.839434058222714
2005-09-22,19.269729498460368
2005-09-23,19.115250087200927
2005-09-26,18.321020996799078
2005-09-27,17.590503234759044
